gloss,path,word,date,variant,token
CHORUS2025118,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chorus 2025-1-18 Upload/Documentation/SG ASL Chorus 2025-1-18 CC.mp4,chorus,2025-1-18,Documentation,CHORUS
CONFUSE2025520,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Confuse 2025-5-20 Upload/Documentation/SG ASL Confuse 2025-5-20 CC.mp4,confuse,2025-5-20,Documentation,CONFUSE
COMEHITHERFULLHAND2025325,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Come Hither Full Hand 2025-3-25 Upload/Documentation/SG ASL Come Hither Full Hand 2025-3-25 CC.mp4,comehitherfullhand,2025-3-25,Documentation,COMEHITHERFULLHAND
COMPOSITION2025419,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Composition 2025-4-19 Upload/Documentation/SG ASL Composition 2025-4-19 CC.mp4,composition,2025-4-19,Documentation,COMPOSITION
CHIMNEY202519,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chimney 2025-1-9 Upload/Documentation/SG ASL Chimney 2025-1-9 CC.mp4,chimney,2025-1-9,Documentation,CHIMNEY
CHARACTERPLAYALT20241221,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Character Play Alt 2024-12-21 Upload/Documentation/SG ASL Character Play Alt 2024-12-21 CC.mp4,characterplayalt,2024-12-21,Documentation,CHARACTERPLAYALT
CHROMOSOME2025119,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chromosome 2025-1-19 Upload/Documentation/SG ASL Chromosome 2025-1-19 CC.mp4,chromosome,2025-1-19,Documentation,CHROMOSOME
CHALKBOARD2024128,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chalkboard 2024-12-8 Upload/Documentation/SG ASL Chalkboard 2024-12-8 CC.mp4,chalkboard,2024-12-8,Documentation,CHALKBOARD
CITY2025215,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL City 2025-2-15 Upload/Documentation/SG ASL City 2025-2-15 CC.mp4,city,2025-2-15,Documentation,CITY
CONSOMEONE2025426,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Con Someone 2025-4-26 Upload/Documentation/SG ASL Con Someone 2025-4-26 CC.mp4,consomeone,2025-4-26,Documentation,CONSOMEONE
CEMENTARYALT20241128,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cementary Alt 2024-11-28 Upload/Documentation/SG ASL Cementary Alt 2024-11-28 CC.mp4,cementaryalt,2024-11-28,Documentation,CEMENTARYALT
COMEACROSSPERSON2025324,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Come Across Person 2025-3-24 Upload/Documentation/SG ASL Come Across Person 2025-3-24 CC.mp4,comeacrossperson,2025-3-24,Documentation,COMEACROSSPERSON
CLEVER2025128,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clever 2025-1-28 Upload/Documentation/SG ASL Clever 2025-1-28 CC.mp4,clever,2025-1-28,Documentation,CLEVER
CHECKOFF20241228,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Check Off 2024-12-28 Upload/Documentation/SG ASL Check Off 2024-12-28 CC.mp4,checkoff,2024-12-28,Documentation,CHECKOFF
CLEVERALT,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clever Alt 2 Handed 2025-1-28 Upload/Documentation/SG ASL Clever Alt 2 Handed 2025-1-28 CC.mp4,cleveralt,2025-1-28,Documentation,CLEVERALT
CONFINEPRISON2025516,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Confine Prison 2025-5-16 Upload/Documentation/SG ASL Confine Prison 2025-5-16 CC.mp4,confineprison,2025-5-16,Documentation,CONFINEPRISON
COMPACT2025412,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Compact 2025-4-12 Upload/Documentation/SG ASL Compact 2025-4-12 CC.mp4,compact,2025-4-12,Documentation,COMPACT
CONDUCTOR,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conductor Upload/Documentation/SG ASL Conductor CC.mp4,conductor,,Documentation,CONDUCTOR
CLAWSEA2025223,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Claw Sea 2025-2-23 Upload/Documentation/SG ASL Claw Sea 2025-2-23 CC.mp4,clawsea,2025-2-23,Documentation,CLAWSEA
CLIFF202522,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cliff 2025-2-2 Upload/Documentation/SG ASL Cliff 2025-2-2 CC.mp4,cliff,2025-2-2,Documentation,CLIFF
CHANUKAH20241217,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chanukah 2024-12-17 Upload/Documentation/SG ASL Chanukah 2024-12-17 CC.mp4,chanukah,2024-12-17,Documentation,CHANUKAH
COLLEGE2025311,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL College 2025-3-11 Upload/Documentation/SG ASL College 2025-3-11 CC.mp4,college,2025-3-11,Documentation,COLLEGE
COMPRISEALT2025421,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Comprise Alt 2025-4-21 Upload/Documentation/SG ASL Comprise Alt 2025-4-21 CC.mp4,comprisealt,2025-4-21,Documentation,COMPRISEALT
COMEHITHER2025325,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Come Hither 2025-3-25 Upload/Documentation/SG ASL Come Hither 2025-3-25 CC.mp4,comehither,2025-3-25,Documentation,COMEHITHER
CIRCLE2025123,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Circle 2025-1-23 Upload/Documentation/SG ASL Circle 2025-1-23 CC.mp4,circle,2025-1-23,Documentation,CIRCLE
CHOOSEMULTI2025115,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Choose Multi 2025-1-15 Upload/Documentation/SG ASL Choose Multi 2025-1-15 CC.mp4,choosemulti,2025-1-15,Documentation,CHOOSEMULTI
CALLPHONE2024114,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Call Phone 2024-11-4 Upload/Documentation/SG ASL Call Phone 2024-11-4 CC.mp4,callphone,2024-11-4,Documentation,CALLPHONE
CONGRATULATE2025521,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Congratulate 2025-5-21 Upload/Documentation/SG ASL Congratulate 2025-5-21 CC.mp4,congratulate,2025-5-21,Documentation,CONGRATULATE
CLEANCOUNTER2H2025223,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clean Counter 2H 2025-2-23 Upload/Documentation/SG ASL Clean Counter 2H 2025-2-23 CC.mp4,cleancounter,2025-2-23,Documentation,CLEANCOUNTER
CONSTANTLY202563,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Constantly 2025-6-3 Upload/Documentation/SG ASL Constantly 2025-6-3 CC.mp4,constantly,2025-6-3,Documentation,CONSTANTLY
COMMANDPERSON2025327,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Command Person 2025-3-27 Upload/Documentation/SG ASL Command Person 2025-3-27 CC.mp4,commandperson,2025-3-27,Documentation,COMMANDPERSON
CHEESEBURGER202511,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cheeseburger 2025-1-1 Upload/Documentation/SG ASL Cheeseburger 2025-1-1 CC.mp4,cheeseburger,2025-1-1,Documentation,CHEESEBURGER
CALLIGRAPHY2025213,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Calligraphy 2025-2-13 Upload/Documentation/SG ASL Calligraphy 2025-2-13 CC.mp4,calligraphy,2025-2-13,Documentation,CALLIGRAPHY
CONFLICT2025519,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conflict 2025-5-19 Upload/Documentation/SG ASL Conflict 2025-5-19 CC.mp4,conflict,2025-5-19,Documentation,CONFLICT
CELEBRATE20241122,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Celebrate 2024-11-22 Upload/Documentation/SG ASL Celebrate 2024-11-22 CC.mp4,celebrate,2024-11-22,Documentation,CELEBRATE
COINCIDENCE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Coincidence 2 2025-3-6 Upload/Documentation/SG ASL Coincidence 2 2025-3-6 CC.mp4,coincidence,2025-3-6,Documentation,COINCIDENCE
CONSECUTIVE2025528,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Consecutive 2025-5-28 Upload/Documentation/SG ASL Consecutive 2025-5-28 CC.mp4,consecutive,2025-5-28,Documentation,CONSECUTIVE
CONFESS2025516,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Confess 2025-5-16 Upload/Documentation/SG ASL Confess 2025-5-16 CC.mp4,confess,2025-5-16,Documentation,CONFESS
CHAMELEON2024128,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chameleon 2024-12-8 Upload/Documentation/SG ASL Chameleon 2024-12-8 CC.mp4,chameleon,2024-12-8,Documentation,CHAMELEON
CONSENT2025531,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Consent 2025-5-31 Upload/Documentation/SG ASL Consent 2025-5-31 CC.mp4,consent,2025-5-31,Documentation,CONSENT
COMEDY2025327,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Comedy 2025-3-27 Upload/Documentation/SG ASL Comedy 2025-3-27 CC.mp4,comedy,2025-3-27,Documentation,COMEDY
COMPLETE2025415,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Complete 2025-4-15 Upload/Documentation/SG ASL Complete 2025-4-15 CC.mp4,complete,2025-4-15,Documentation,COMPLETE
CHECK20241231,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Check 2024-12-31 Upload/Documentation/SG ASL Check 2024-12-31 CC.mp4,check,2024-12-31,Documentation,CHECK
CHEERLEADER202511,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cheerleader 2025-1-1 Upload/Documentation/SG ASL Cheerleader 2025-1-1 CC.mp4,cheerleader,2025-1-1,Documentation,CHEERLEADER
COLLABORATE202538,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Collaborate 2025-3-8 Upload/Documentation/SG ASL Collaborate 2025-3-8 CC.mp4,collaborate,2025-3-8,Documentation,COLLABORATE
CHOPSTICKS2025117,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chopsticks 2025-1-17 Upload/Documentation/SG ASL Chopsticks 2025-1-17 CC.mp4,chopsticks,2025-1-17,Documentation,CHOPSTICKS
COMPENSATEME2025413,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Compensate Me 2025-4-13 Upload/Documentation/SG ASL Compensate Me 2025-4-13 CC.mp4,compensateme,2025-4-13,Documentation,COMPENSATEME
CONFUSED2025519,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Confused 2025-5-19 Upload/Documentation/SG ASL Confused 2025-5-19 CC.mp4,confused,2025-5-19,Documentation,CONFUSED
CALIFORNIA20241030,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL California 2024-10-30 Upload/Documentation/SG ASL California 2024-10-30 CC.mp4,california,2024-10-30,Documentation,CALIFORNIA
CHOIR2025114,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Choir 2025-1-14 Upload/Documentation/SG ASL Choir 2025-1-14 CC.mp4,choir,2025-1-14,Documentation,CHOIR
CLOTHING202529,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clothing 2025-2-9 Upload/Documentation/SG ASL Clothing 2025-2-9 CC.mp4,clothing,2025-2-9,Documentation,CLOTHING
CONSULTANTS202565,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Consultants 2025-6-5 Upload/Documentation/SG ASL Consultants 2025-6-5 CC.mp4,consultants,2025-6-5,Documentation,CONSULTANTS
CENT20241129,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cent 2024-11-29 Upload/Documentation/SG ASL Cent 2024-11-29 CC.mp4,cent,2024-11-29,Documentation,CENT
CINEMA2025123,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cinema 2025-1-23 Upload/Documentation/SG ASL Cinema 2025-1-23 CC.mp4,cinema,2025-1-23,Documentation,CINEMA
CIGAR2025123,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cigar 2025-1-23 Upload/Documentation/SG ASL Cigar 2025-1-23 CC.mp4,cigar,2025-1-23,Documentation,CIGAR
CELIBATE20241125,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Celibate 2024-11-25 Upload/Documentation/SG ASL Celibate 2024-11-25 CC.mp4,celibate,2024-11-25,Documentation,CELIBATE
COMPUTERVIRUS2025425,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Computer Virus 2025-4-25 Upload/Documentation/SG ASL Computer Virus 2025-4-25 CC.mp4,computervirus,2025-4-25,Documentation,COMPUTERVIRUS
CLASSIFIED2025221,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Classified 2025-2-21 Upload/Documentation/SG ASL Classified 2025-2-21 CC.mp4,classified,2025-2-21,Documentation,CLASSIFIED
COLORFUL,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Colorful 2 H 2025-3-23 Upload/Documentation/SG ASL Colorful 2 H 2025-3-23 CC.mp4,colorful,2025-3-23,Documentation,COLORFUL
COLLARSHIRT202539,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Collar Shirt 2025-3-9 Upload/Documentation/SG ASL Collar Shirt 2025-3-9 CC.mp4,collarshirt,2025-3-9,Documentation,COLLARSHIRT
CLEANER2025226,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cleaner 2025-2-26 Upload/Documentation/SG ASL Cleaner 2025-2-26 CC.mp4,cleaner,2025-2-26,Documentation,CLEANER
CHALK2024128,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chalk 2024-12-8 Upload/Documentation/SG ASL Chalk 2024-12-8 CC.mp4,chalk,2024-12-8,Documentation,CHALK
CONDITION2025511,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Condition 2025-5-11 Upload/Documentation/SG ASL Condition 2025-5-11 CC.mp4,condition,2025-5-11,Documentation,CONDITION
CHEMISTRY202513,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chemistry 2025-1-3 Upload/Documentation/SG ASL Chemistry 2025-1-3 CC.mp4,chemistry,2025-1-3,Documentation,CHEMISTRY
CONQUERMILITARY2025526,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conquer Military 2025-5-26 Upload/Documentation/SG ASL Conquer Military 2025-5-26 CC.mp4,conquermilitary,2025-5-26,Documentation,CONQUERMILITARY
COMPLIMENT2025416,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Compliment 2025-4-16 Upload/Documentation/SG ASL Compliment 2025-4-16 CC.mp4,compliment,2025-4-16,Documentation,COMPLIMENT
COMPLIANT2025416,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Compliant 2025-4-16 Upload/Documentation/SG ASL Compliant 2025-4-16 CC.mp4,compliant,2025-4-16,Documentation,COMPLIANT
COMPRESS2025420,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Compress 2025-4-20 Upload/Documentation/SG ASL Compress 2025-4-20 CC.mp4,compress,2025-4-20,Documentation,COMPRESS
CASINO20241114,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Casino 2024-11-14 Upload/Documentation/SG ASL Casino 2024-11-14 CC.mp4,casino,2024-11-14,Documentation,CASINO
CASUALALT,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Casino 2024-11-14 Upload/SG ASL Casual Alt 2 2024-11-18 Upload/Documentation/SG ASL Casual Alt 2 2024-11-18 CC.mp4,casualalt,2024-11-14,Documentation,CASUALALT
CAUTIONALT,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Casino 2024-11-14 Upload/SG ASL Caution Alt 2 2024-11-18 Upload/Documentation/SG ASL Caution Alt 2 2024-11-18 CC.mp4,cautionalt,2024-11-14,Documentation,CAUTIONALT
COMPREHEND2025420,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Comprehend 2025-4-20 Upload/Documentation/SG ASL Comprehend 2025-4-20 CC.mp4,comprehend,2025-4-20,Documentation,COMPREHEND
CHICKENWING202516,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chicken Wing 2025-1-6 Upload/Documentation/SG ASL Chicken Wing 2025-1-6 CC.mp4,chickenwing,2025-1-6,Documentation,CHICKENWING
CHECKOUTCOUNTER20241229,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Checkout Counter 2024-12-29 Upload/Documentation/SG ASL Checkout Counter 2024-12-29 CC.mp4,checkoutcounter,2024-12-29,Documentation,CHECKOUTCOUNTER
COBRA202531,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cobra 2025-3-1 Upload/Documentation/SG ASL Cobra 2025-3-1 CC.mp4,cobra,2025-3-1,Documentation,COBRA
CONCOCTFOOD2025427,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Concoct Food 2025-4-27 Upload/Documentation/SG ASL Concoct Food 2025-4-27 CC.mp4,concoctfood,2025-4-27,Documentation,CONCOCTFOOD
CHILL202519,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chill 2025-1-9 Upload/Documentation/SG ASL Chill 2025-1-9 CC.mp4,chill,2025-1-9,Documentation,CHILL
CALENDERALT20241022,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Calender Alt 2024-10-22 Upload/Documentation/SG ASL Calender Alt 2024-10-22 CC.mp4,calenderalt,2024-10-22,Documentation,CALENDERALT
CEMENTARY20241128,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cementary 2024-11-28 Upload/Documentation/SG ASL Cementary 2024-11-28 CC.mp4,cementary,2024-11-28,Documentation,CEMENTARY
CANDIDALT,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Candid Alt 2 2024-10-8 Upload/Documentation/SG ASL Candid Alt 2 2024-10-8 CC.mp4,candidalt,2024-10-8,Documentation,CANDIDALT
CHILDBIRTH202518,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Childbirth 2025-1-8 Upload/Documentation/SG ASL Childbirth 2025-1-8 CC.mp4,childbirth,2025-1-8,Documentation,CHILDBIRTH
CLASH,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clash 1 2025-2-18 Upload/Documentation/SG ASL Clash 1 2025-2-18 CC.mp4,clash,2025-2-18,Documentation,CLASH
CITATIONTRAFFICALT2025126,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Citation Traffic Alt 2025-1-26 Upload/Documentation/SG ASL Citation Traffic Alt 2025-1-26 CC.mp4,citationtrafficalt,2025-1-26,Documentation,CITATIONTRAFFICALT
CEMENT,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cement 2 2024-11-27 Upload/Documentation/SG ASL Cement 2 2024-11-27 CC.mp4,cement,2024-11-27,Documentation,CEMENT
CALIFORNIAALT20241029,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL California Alt 2024-10-29 Upload/Documentation/SG ASL California Alt 2024-10-29 CC.mp4,californiaalt,2024-10-29,Documentation,CALIFORNIAALT
CHEEK20241231,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cheek 2024-12-31 Upload/Documentation/SG ASL Cheek 2024-12-31 CC.mp4,cheek,2024-12-31,Documentation,CHEEK
CONCENTRATE2025426,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Concentrate 2025-4-26 Upload/Documentation/SG ASL Concentrate 2025-4-26 CC.mp4,concentrate,2025-4-26,Documentation,CONCENTRATE
CIRCUMSTANCE2025125,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Circumstance 2025-1-25 Upload/Documentation/SG ASL Circumstance 2025-1-25 CC.mp4,circumstance,2025-1-25,Documentation,CIRCUMSTANCE
CIGARETTE2025123,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cigarette 2025-1-23 Upload/Documentation/SG ASL Cigarette 2025-1-23 CC.mp4,cigarette,2025-1-23,Documentation,CIGARETTE
CONDUCTMUSIC2025513,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conduct Music 2025-5-13 Upload/Documentation/SG ASL Conduct Music 2025-5-13 CC.mp4,conductmusic,2025-5-13,Documentation,CONDUCTMUSIC
CAMPING2024915,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Camping 2024-9-15 Upload/Documentation/SG ASL Camping 2024-9-15 CC.mp4,camping,2024-9-15,Documentation,CAMPING
CHEETAH202512,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cheetah 2025-1-2 Upload/Documentation/SG ASL Cheetah 2025-1-2 CC.mp4,cheetah,2025-1-2,Documentation,CHEETAH
CHRISTIAN2025119,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Christian 2025-1-19 Upload/Documentation/SG ASL Christian 2025-1-19 CC.mp4,christian,2025-1-19,Documentation,CHRISTIAN
COLONANATOMY2025317,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Colon Anatomy 2025-3-17 Upload/Documentation/SG ASL Colon Anatomy 2025-3-17 CC.mp4,colonanatomy,2025-3-17,Documentation,COLONANATOMY
COMEUPWITH2025326,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Come Up With 2025-3-26 Upload/Documentation/SG ASL Come Up With 2025-3-26 CC.mp4,comeupwith,2025-3-26,Documentation,COMEUPWITH
CHIVARLIOUS2025113,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chivarlious 2025-1-13 Upload/Documentation/SG ASL Chivarlious 2025-1-13 CC.mp4,chivarlious,2025-1-13,Documentation,CHIVARLIOUS
CLEANERALT2025226,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cleaner Alt 2025-2-26 Upload/Documentation/SG ASL Cleaner Alt 2025-2-26 CC.mp4,cleaneralt,2025-2-26,Documentation,CLEANERALT
CLICKMULTIPLE2025130,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Click Multiple 2025-1-30 Upload/Documentation/SG ASL Click Multiple 2025-1-30 CC.mp4,clickmultiple,2025-1-30,Documentation,CLICKMULTIPLE
COCHLEARIMPLANT202532,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cochlear Implant 2025-3-2 Upload/Documentation/SG ASL Cochlear Implant 2025-3-2 CC.mp4,cochlearimplant,2025-3-2,Documentation,COCHLEARIMPLANT
CLEVERALTVAR2025128,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clever Alt Var 2025-1-28 Upload/Documentation/SG ASL Clever Alt Var 2025-1-28 CC.mp4,cleveraltvar,2025-1-28,Documentation,CLEVERALTVAR
CLASSROOMALT2025221,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Classroom Alt 2025-2-21 Upload/Documentation/SG ASL Classroom Alt 2025-2-21 CC.mp4,classroomalt,2025-2-21,Documentation,CLASSROOMALT
COMPLETEFULL2025415,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Complete Full 2025-4-15 Upload/Documentation/SG ASL Complete Full 2025-4-15 CC.mp4,completefull,2025-4-15,Documentation,COMPLETEFULL
CLENCH2025127,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clench 2025-1-27 Upload/Documentation/SG ASL Clench 2025-1-27 CC.mp4,clench,2025-1-27,Documentation,CLENCH
CHAPTERALT20241218,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chapter Alt 2024-12-18 Upload/Documentation/SG ASL Chapter Alt 2024-12-18 CC.mp4,chapteralt,2024-12-18,Documentation,CHAPTERALT
COMPLETEFINISHED2025414,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Complete Finished 2025-4-14 Upload/Documentation/SG ASL Complete Finished 2025-4-14 CC.mp4,completefinished,2025-4-14,Documentation,COMPLETEFINISHED
CONSTANT202564,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Constant 2025-6-4 Upload/Documentation/SG ASL Constant 2025-6-4 CC.mp4,constant,2025-6-4,Documentation,CONSTANT
